title|llm_output|filtered_count
 Congress Demands White House Turn Over Alleged Comey Tape Mentioned In Trump’s Tweet (LETTER)|true|10
ROSEANNE BARR PAID HIGH PRICE For Crossing Hillary: My Show Was Cancelled By “Rapist Bill Clinton” For Interviewing Paula Jones [VIDEO]|fake|9
RAW VIDEO: A SHOCKING TOUR Of The Detroit Ghetto…Ruled By DEMOCRATS For Decades! [Video]|fake|10
Tale of two cities: Kurdish vote lays bare political divisions|true|10
Greek police find detonators, bomb making material: statement|true|10
 Crowd Boos GOP Governor Off Stage For Not Supporting LGBT Protection Bill (VIDEO)|fake|9
 John McCain Goes Full-On Birther — Tries To Get Ted Cruz Disqualified From Race|true|8
Myanmar's Suu Kyi 'urges people not to quarrel' on visit to Rakhine|fake|10
 Watch This NC HB2 Republican Spew Utterly VILE LGBT Hatred: ‘Keep Our State Straight!’ (VIDEO)|fake|10
Jets strike U.S.-backed forces in eastern Syria|true|9
 Demi Lovato Takes A Stand For Trans Rights At #BBMAS And It Is GLORIOUS (TWEET)|true|10
 Federal Judge Rules ‘Christians’ Can’t Use ‘Religious Liberty’ To Deny Marriage Licenses To Gay People|fake|10
Factbox: Trump finishes filling top jobs for his administration|true|10
Pence trims Asia trip to deal with domestic priorities|true|7
HEY AMERICA…Where Was The Outrage When Obama CHOSE The 7 Nations Trump Banned From Entering US…Or Obama’s Ban Of CUBAN REFUGEES On Last Day In Office?|fake|10
BREAKING EXCLUSIVE: BLACK REPUBLICAN Fired From Radio Station After Spending Time With Trump In Detroit|true|8
SWISS ARMY CHIEF WARNS CITIZENS About Explosive Refugee Situation: Tells Them To Arm Themselves|fake|5
 Racist Trump Supporter LOSES IT On The Subway, Attacks Woman For Being Black (VIDEO)|fake|10
IRONY ALERT! DC’S DAY WITHOUT WOMEN Literally Led By A Man…Event Turns Into Anti-Trump Rally: “He is wrong. We have to stop him.” [Video]|fake|10
 WATCH: Kellyanne Conway Blames Muslim Refugees For Massacre That LITERALLY Never Happened|fake|10
Nigeria asks Britain for gear to fight Islamists: Johnson|true|10
U.S. monitoring sanctions regime in response to Myanmar situation: official|fake|8
U.S. senator introduces bill to speed electronic warfare weapons|true|5
Factbox: Trump on Twitter (December 7) - Pearl Harbor Remembrance Day|fake|10
 Trump Fans Don’t Care If Melania Broke Immigration Laws Because She’s White (VIDEO)|fake|10
LinkedIn's Hoffman: Trump presidency would be 'terrifying' for policy|fake|7
Iranians fear attacks and economic isolation as Trump gets tough|true|9
Stung by reputation, Taiwan looks to turn corner on money laundering|true|10
BOILER ROOM – Oregon Standoff, Cuddle Parties, Guns n’ Posers – EP #41|fake|9
TUCKER CARLSON Roasts Racist Editor of BuzzFeed: Why Are BuzzFeed’s Racial Hiring Quotas ‘Not Racist’? [Video]|fake|10
 He Finally Came Out And Said It: Trump Calls Protesters As Bad As Nazis|fake|10
 GOP Puts Together Secret Talking Points To Defend Trump; They Promptly Get Leaked (IMAGES)|true|10
FLASHBACK: Mark Steyn: Why The US Is Becoming A Banana Republic [Video]|fake|10
Ben Carson Home Vandalized with Anti-Trump Graffiti, CNN Accuses Him of Lying|fake|5
Trump administration seeks to muzzle U.S. agency employees|true|10
Japan PM Abe: Confident of building relationship of trust with Trump|true|10
Trump says confident Congress will solve Dreamers issue: Mexico|fake|7
 Grandma Will Have To Pay More Than $20k A Year For Insurance Under GOP Bill|fake|8
New Zealand's 'first bloke' hooks into new role|true|10
U.S. allied Syrian groups form civilian council to run Deir al-Zor|fake|10
CATHOLICS SHOULD BE Singing Donald Trump’s Praises After He Boldly Defended Life, While Hillary Was Forced To Admit Support For Barbaric Partial-Birth Abortion|fake|10
 Man Barges Into Women’s Bathroom Because He Saw Short-Haired Woman And Thought She Was Transgender|fake|1
BREAKING: SYRIAN REFUGEE KILLS German Woman, Injures 2 With Machete…German Citizen Plows Refugee Down With BMW [VIDEO]|fake|10
WOW! MSNBC’S MIKA Won’t Be Too Happy About This Instagram Photo…MAGA!|fake|9
Lifting of Vietnam arms ban not aimed at China: Kerry|true|10
WOW! DID “Open Borders” Paul Ryan’s Top Advisor Leak Trump Tapes To Liberal Press…Is GOP Setting Up Ryan And Romney For Presidential Bid In 2020?|fake|10
SHOCKING VIDEO: Muslim Child Bride Forced to Wed Man 20 Years Older…You won’t believe what he trades for her! [Video]|fake|10
DON’T BELIEVE THE POLLS! Corruption Exposed In Phony NBC Poll Showing Hillary Beating Trump By 11|fake|10
A FAREWELL TO NANCY: A One-Of-A-Kind Love Story [VIDEO]|fake|10
Who’s Better: “Dangerous Donald” or “Crooked Hillary”?|fake|7
U.S. military orders additional probe into August Somalia raid|fake|1
Ahead of Trump's visit to Philippines, a big thumbs up from U.S. veterans|true|10
Introducing: Hamish “The Illusion” Patterson|fake|8
 Civil Rights Icon John Lewis Got Bashed By Trump on Twitter, His Response Is PERFECT (TWEET)|true|10
A century on, UK's Jewish homeland declaration stirs celebration and mourning in Middle East|true|10
Factbox: U.S. Congress aims to tackle debt limit, hurricane aid, fund government|fake|1
WOW! TEXAS MAN Pays For AWESOME Billboard Slamming ABC Over Fake Russia-Trump News Coverage|fake|10
U.S. pressing Suu Kyi, Myanmar military over Rohingya: Haley|true|10
Trump tweets mock video of himself tackling, punching CNN logo|true|10
CLOAKED IN CONSPIRACY: Overview of JFK Files Reopens Door to Coup d’état Claims & Cold War Era False Flag Terror|fake|10
HYSTERICAL! President Trump Calls Out Obama: “Honestly, they didn’t know what the hell they were doing.” [Video]|fake|3
Pope says foes make reforming Vatican as hard as cleaning Sphinx with toothbrush|true|9
WATCH: TED CRUZ SKEWERS DEMS for Hypocritical Questioning of Supreme Court Nominee [Video]|fake|10
CLASS ACT! WATCH THE TODAY SHOW’S MATT LAUER Get Shot Down By Trump’s Friend New England Patriots Owner Bob Craft [Video]|fake|10
Tunisia premier names new economic reforms minister: statement|fake|6
Trump 'weighed in' on son's Russia attorney statement: White House|true|10
Former Canadian PM rebukes Trump on NAFTA, predicts his defeat|fake|7
 This NRA Radio Host Just Likened Dems Fighting For Gun Safety Laws To ‘Criminals And Terrorists’ (VIDEO)|fake|10
 Loser Trump Rants About Hillary And The Election Again, Twitter Mocks His Petulant Insecurity|fake|10
Treasury's Lew urges China to ensure fairness for U.S. exporters|true|10
Germany mulls new move to improve snooping on cars and apartments|true|8
 Lewandowski Defends Trump’s Anti-Semitic Tweet, Says Backlash Is ‘Political Correctness’ (VIDEO)|fake|10
North Korea to release captured South Korea fishing boat Friday: KCNA|true|10
COMMUNIST SYMPATHIZER NYC MAYOR DEBLASIO Encourages Anti-Trump Protesters To Keep Going: “the more people fight back, the more it takes away his power”|fake|10
Clinton hits rivals on immigration in California campaign swing|true|10
 White House Takes Its War On The Press To A TERRIFYING New Level (VIDEO)|fake|10
Kaine's crime-busting past may hurt Clinton's outreach to blacks|fake|10
Trump adds nuance to pro-Israel approach ahead of Netanyahu visit|fake|7
RADICAL ANTI-GUN MUSLIM State Senator Who Was Arrested While Drunk With Gun, Joins Kaepernick’s “Disrespect The American Flag” Movement [VIDEO]|fake|10
Trump discusses safe zones in Syria with Jordan's king: White House|true|10
Democrats beat Republicans in first night TV convention audience|fake|10
Iraqi forces take control of all oil fields operated by state-owned North Oil in Kirkuk|true|9
“ALLAHU AKBAR” MUSLIM EXTREMISTS Forced Catholic Priest At Knifepoint To Kneel While They Performed “Arabic Sermon”….Filmed Beheading Of Priest…Two Terrorists Shot DEAD…19 Yr Old Was KNOWN TERRORIST Allowed To Live With Parents, Roamed Freely During Day [VIDEO]|fake|8
China arrests Japanese citizen suspected of spying|true|10
Factbox: Trump to meet tech leaders from Google, Apple, others: sources|fake|3
ROMNEY REFUSED TO INSIST OBAMA Expose His Sealed Records…CAUTIONS Voters Trump Is Hiding Bombshell In THESE Documents|fake|10
 Alabama County Succeeds In Re-Instituting School Segregation|fake|9
U.S. lawmakers probing Wells Fargo scandal blast arbitration pacts|fake|5
FOX LEGAL EXPERT CALLS OUT ‘PARTIAL’ MUELLER: Must Resign After Latest Hire Who Was Appointed by Obama [Video]|fake|10
OBAMA’S LIST OF 21 MEDAL OF FREEDOM Recipients Reads Like A Who’s Who Of The Far Left|fake|10
HABITUAL LIAR: Remember The Touching Story Hillary Told About Helping A Little Girl In A Wheelchair? It Was All A LIE…Here’s PROOF! [VIDEO]|fake|10
 Trump Supporters Form Militia To Beat Up Protesters At Rallies Just Like Hitler’s Brownshirts (IMAGE)|fake|10
Russia says satellite launch failure due to programming error|fake|10
DIAMOND AND SILK Open Up LARGE Can Of WHOOP A$$ On Maxine Waters In PAINFULLY FUNNY Video|fake|10
Exclusive: Presidential hopefuls Sanders, Clinton in dead heat - Reuters/Ipsos poll|true|10
 John Lewis Has the PERFECT Birthday Message For Hillary And Trump Will Be FURIOUS (TWEET)|fake|10
Swiss government urges voters to reject call for national ban on face veils|true|10
Brazil police arrest ex-minister Vieira Lima after cash seizure|true|1
 Trump UNRAVELS As Republicans Admit He Should Spend Less Time Playing Golf (DETAILS)|fake|9
UK customs ready for 'no deal' Brexit, finance minister says|true|10
Death toll in Iran's western province quake reaches 328: ISNA|true|7
WATCH: KIM JONG-UN Blows Up US Aircraft Carrier In Newly Released Video|fake|10
Syrian army takes last Islamic State bastion in Syria: army statement|fake|10
 Trump Gets PUMMELED During TODAY Show Interview; Matt Lauer Did NOT Hold Back (VIDEO)|fake|9
'It's made in Vietnam!' At inauguration, origin of red Trump hats shocks many|true|9
Troops make progress in Tal Afar battle as U.S. defense secretary visits Iraq|true|9
ILLEGAL INVASION CONTINUES: NYC RAMPING UP TO GIVE 1 MILLION ILLEGALS VOTING RIGHTS|fake|10
 Oregon Militia Terrorist: I’ll Die Before I Let The Feds Arrest Me (VIDEO)|fake|10
MUST WATCH: Trump Supporter Unleashes Truth On Fox Pundits: “Americans are tired of fighting other people for jobs!”|fake|2
German police detain suspect in global online drug ring|fake|9
Boeing CEO sees 'near term' plane deal after Trump meeting|fake|8
Trump may reinstate secret CIA 'black site' prisons: U.S. officials|true|10
POLICE OFFICER Asks Daughter’s School To Remove Hateful Drawing From Display…School Has SHOCKING Response|fake|2
Trump delays moving U.S. embassy to Jerusalem despite campaign pledge|true|3
Turkey condemns U.S. move on Jerusalem as 'irresponsible'|true|8
CHINESE IMMIGRANT OWES MILLIONS FOR SELLING COUNTERFEIT GOODS IN U.S. GETS Protection From Chinese Banks And U.S. Citizenship|fake|4
White House on Lockdown After ‘Suspicious Package’ – 1 Person Detained|fake|5
 John McCain Brushes Off Hispanic Voters, Says The GOP Doesn’t Need Them To Win|fake|4
 Trump Thinks Rush Limbaugh Is Real News And The Internet Mercilessly Responds|true|10
Episode #203 – SUNDAY WIRE: ‘The Dotard Effect’ with guests Mike Robinson, Basil Valentine|fake|10
Fake News: The Collapse of the MSM’s ‘Facebook Russian Bot’ Story|fake|8
'Not appropriate,' envoy tells Britain's Boris over Kipling poem in Myanmar|true|10
A divided Republican party: Donald or Ivanka for president?|true|10
 Marco Rubio Just Had The Most Hilarious Reaction To Trump Touching Him (VIDEO)|fake|10
Factbox: Proposals of main parties in Honduras presidential election|true|10
OBAMA WILL SEND REPRESENTATIVE To Alton Sterling Funeral…Couldn’t Be Bothered With Supreme Court Justice Scalia’s Funeral|fake|7
 WATCH: Mike Pence Is Taken To The Woodshed By ABC Host For Defending Trump’s Lies|fake|10
 9th Circuit BURNS Trump BAD By Sticking 5th Grade Civics Lesson In Their Decision Against Him|fake|10
Trump urges Republicans to 'go nuclear' to defend high court pick|true|10
FORSAKEN SULTAN: Erdogan Isolated Ahead Trump Meeting in Washington|fake|10
 Gohmert: Homosexuality Is ‘Perverse’ Because Gay Astronauts Can’t Reproduce In Space (VIDEO)|fake|9
 Time Magazine Makes Trump Their ‘Person Of The Year’ And Promptly Gets WASTED By Twitter (TWEETS)|fake|8
U.S. Senator Flake concerned about tax plan impact on debt|true|10
Puerto Rico oversight board favors more time for restructuring talks|fake|6
TRUMP PRESS SECRETARY Calls Out CNN’S CAMEROTA For ‘Unbelievable’ Questions’: “I know it’s frustrating for you that we’re doing it in a logical way” [Video]|fake|6
 Twitter Just UNLEASHED On Trump After He Called Americans ‘Stupid People’ And ‘Fools’ (TWEETS)|true|9
Retired general, ex-CIA chief David Petraeus to receive no further punishment|true|10
Greece charges nine over links to banned Turkish group|fake|8
Dancer who hid Peru rebel chief freed from prison after 25 years|true|7
Soldiers, APCs seen on major road on outskirts of Zimbabwe capital: Reuters witness|true|9
Trump denies seeking nearly tenfold increase in U.S. nuclear arsenal|true|10
 There’s A New Majority Religious Voting Bloc In The U.S. And Conservative Christians Won’t Like It|fake|10
Exclusive: Most Americans support torture against terror suspects - Reuters/Ipsos poll|fake|10
Big win for automakers as Trump orders fuel economy standards review|fake|10
 Cory Booker SHUTS DOWN Every Republican Fighting To Defund Planned Parenthood In Just 2 Minutes (VIDEO)|fake|9
Trump, Liberal Hypocrisy & Humanity’s Future|true|10
Proposed Budget Deal Is MUCH WORSE On U.S. Border Security Than We Originally Thought|fake|9
Finland seeks jail for men accused of planning to join Syria militant group|fake|9
BREAKING: HILLARY CLINTON’S Comments On The ‘Rights’ Of The ‘Unborn” Will Send A Chill Up Your Spine [Video]|true|3
 Charles Koch Does A Brutally Honest Interview The Republican Party Isn’t Gonna Like (VIDEO)|fake|10
Iraq asks U.N. for help to build new nuclear power reactor|true|8
Boiler Room EP #126 – Immigration Consternation|fake|7
Bahraini military court convicts six to death on terror charges|fake|4
SHRILLARY GIVES BITTER CONCESSION SPEECH In New Hampshire|fake|8
Deadly air strike hits Syrian government-held Deir al-Zor: state TV, monitor|fake|10
 Petition DEMANDING The Electoral College Take Action To Stop Trump Has Just Made History|fake|10
Israeli minister expresses concern over U.S.-Saudi arms deal|true|6
BOOM! KELLYANNE CONWAY Has Advice For “Able-Bodied Americans” On Medicaid Worried About Losing Health Care: GET A JOB! [VIDEO]|fake|10
 Fox Guest: The GOP Shouldn’t Bother With The ‘Black Vote,’ They’re ‘Slaves’ To The Democrats (VIDEO)|fake|8
5-STAR MOOCH, HER TAXPAYER FUNDED MOM And Meryl Streep Travel To Africa To Discuss “Gender Inequality”|fake|10
U.S. tax revamp still incomplete as Republicans eye social program cuts|true|6
 WATCH: President Obama BRILLIANTLY Invokes Reagan To Shame Republicans For Favoring Putin|fake|6
Obama says he does not think FBI's Comey is trying to influence election|true|8
Canada's Trudeau broke ethics rules with visit to Aga Khan island|true|10
White House declines to say if Trump has made decision on climate accord|true|9
OH THE IRONY! PLANNED PARENTHOOD USES A FAMOUS CARTOON CHARACTER TO DEFEND ABORTION|fake|10
TRUMP TAPS Anti-Iran Deal Congressman To Head CIA…The Left Goes Ballistic!|true|10
 Hillary BLASTS Anti-Woman, Anti-Immigrant Republicans In Glorious #GOPDebate Live Tweets|fake|10
 WATCH: Obama CRUSHES Trump With Two Words In His BEST Speech Ever|true|10
 WATCH: CNN Panelist HUMILIATES ‘Snowflake’ Trump For Cowardly Backing Out Of Correspondent’s Dinner|fake|10
Republicans Rubio, Cruz release taxes, piling pressure on Trump|true|10
Catalan independence vote divides region's mayors|true|10
 #RESISTANCE Organizers Have An AMAZING New Anti-Trump Campaign; Trump Will Be FURIOUS (IMAGES)|fake|8
CONSERVATIVE LEADER Sends Stern Message To Mitt Romney: Go Home And Be Quiet! [Video]|fake|9
HUNDREDS RALLY After Atheist Group Forces Mayor To Remove Christian Flag From Veterans Memorial [Video]|fake|1
Trump Executive Order on Ethics Commitments Bans Lobbying for Executive Branch Employees|true|9
AMERICANS EXPECTED OBAMA TO CALL FOR CALM…Instead Used Press Conference To Bash Trump [Video]|fake|10
THAT’S ALL SHE’S GOT? 10-Yr Old Audio Of Trump Talking About Women Released…NOTE TO CLINTON CAMPAIGN: We Don’t Care!|fake|3
American won't resume Miami service until Tuesday at earliest|fake|9
FUNNY! MSNBC ANCHOR ASKS Millennial Women If They Feel “Connected” To Hillary [VIDEO]|fake|10
Britain's Queen Elizabeth opens Scotland's third Forth bridge|true|10
 Can’t Afford Clean Water For Flint, But Israel Demands $50 Billion From U.S. Taxpayers (VIDEO)|fake|10
Daily Shooter Academy: Florida Woman Shot Dead by Police During ‘Roleplay’ Drill|true|7
Trump vaunts trade progress, red carpets on 'fruitful' Asia trip|true|9
Substantive changes to Brexit border text, says Northern Ireland's DUP leader|true|10
GERMAN COURT RULES “Sharia Police” Patrolling City Streets Did NOT Break Law…INSANE Video Shows Muslim Men Patrolling Streets|fake|10
Trump to make decision on Paris climate pact after G7 summit|true|9
Kremlin says hopes Putin and Trump will get along, disagrees with Tillerson|true|10
 WHOA: Trump State Campaign Chair BUSTED Shacking Up In Hotel Room With Underage Boy|fake|10
PELOSI TWEETS to California Republicans: ‘You don’t belong here’…Is Immediately Destroyed On Twitter|fake|9
Dog lover Putin gets top breed pup as gift from Turkmen leader|true|8
Soul-searching at France's FN: far-right party polls activists|true|10
 Chicago Cubs Snub Trump, Will Visit White House Before Obama Leaves To Celebrate World Series Victory|true|10
FULL-FRONTAL ASSAULT ON CENSORSHIP: CANADA’S Post Office Refuses To Deliver Satirical Newspaper Because It’s “Offensive”|fake|10
MUSLIMS Are Not Going To Like Announcement By America’s First Muslim Miss U.S.A. [VIDEO]|true|10
Trump pushes infrastructure plan as Russia probe heats up|true|10
 Judge Serves A Crushing Blow To The Florida GOP That Could Change The State’s Color|fake|10
U.S. appoints new top official at Havana embassy as tensions flare|true|2
U.S. lawmaker unveils sweeping Pentagon acquisition reform bill|fake|5
New York Welfare Programs More Generous Than Sweden Or France|fake|9
UPDATE: BUSTED By The Secret Service…CNN’s April Ryan Called Out for Fake Report On Trump Aide’s Firing [Video]|fake|6
Trump denies Tillerson threatened to resign: Twitter|true|10
In high-level talks, U.S. asks China to do more to rein in North Korea|true|8
 Watch Darrel Issa Get Booed After Being A Total D*ck To A Constituent (VIDEO)|fake|10
 Oh Good Grief, Now The RNC Is Accusing Hillary Clinton Of Plagiarism|fake|10
Clinton ad blitz outpaces Trump as his Super PACs bow out|true|9
U.S., Mexican officials try to find common ground on security: sources|true|8
Leading Democrat says Equifax gave consumers 'confusing and misleading information'|true|9
DEMOCRAT SENATOR AL FRANKEN Thought It Would Be Hilarious To Do An SNL Skit About Drugging and Raping 60 Minutes Reporter: “when Lesley’s passed out, I take her to the closet and rape her”|fake|10
 FL Cops Face Prison After Brutally Beating Unarmed Man (VIDEO)|fake|9
HOW A SINGLE FEDERAL BUREAUCRAT OPENED THE DOOR TO LET FOREIGNERS VOTE|fake|7
100% FED UP! WITH HILLARY 2016? WE’VE GOT THE AWESOME ANSWER AND REASONS #WHYIMNOTVOTINGFORHILLARY|fake|10
Secretary of State Kerry to visit Saudi Arabia, France|fake|10
STEPHEN COLBERT’S RESPONSE To His Vulgar Remarks About Trump Made Americans Want Him Fired Even More…#FireColbert [VIDEO]|fake|10
DIRTY, VIOLENT, DIVIDED AND CORRUPT: Disgusted Democrat Exposes Coordinated Corruption, Media Disgusted By Filth, Horrible Organization At DNC [VIDEO]|fake|10
Zuckerberg again rejects claims of Facebook impact on U.S. election|true|8
UK terrorism arrests soar to record level after attacks this year|fake|9
U.N. experts urge Aung San Suu Kyi to meet persecuted Rohingya|fake|10
Austria's conservative shift opens path to power for far right|fake|7
Clinton leads Trump by 3 percentage points: Bloomberg/Selzer poll|true|9
Special counsel to meet Senate committee leaders|true|10
Turkey to allow muftis to conduct weddings, sparking uproar on left|true|8
U.S. completes 'takedown' of Medicare fraud: officials|true|10
 Trump Just Asked The Most Unqualified Person Ever To Join His NAFTA Renegotiation Team|fake|10
Far-right party likened to Nazis to shake up German parliament|true|10
North Korea diplomat says take atmospheric nuclear test threat 'literally'|true|10
Trump says Cuba 'did some bad things' aimed at U.S. diplomats|true|9
Lebanese president says Trump decision threatens stability|fake|9
COLLEGE QB Kneed Out Of Anger Over Trump’s Remarks About NFL Players Disrespecting Our Flag…Immediately Gets Bad News From Coach|fake|10
Repeal of individual mandate would increase uninsured, premiums: CBO|true|10
PRESIDENT TRUMP’S Illegal Immigrant Crackdown Begins…Feds Conduct Raids In At Least 6 States With Focus On Finding And Deporting Criminals [VIDEO]|true|10
 Rand Paul’s Solution For Healthcare Is Only Half Horrible (VIDEO)|fake|9
UK's Corbyn wants much more information on EU divorce deal|true|10
Kenyan election head: No guarantee vote will be free and fair|fake|10
Alien Donald Trump appears on Mexico City billboard|fake|10
Sanders' tax returns highlight contrast with rival Clinton|true|10
 Fox News Just Shared A Poll That Trump Is Going To HATE, Meltdown Inevitable (TWEET)|fake|10
INSIDE TRUMP’S CHARITY BALL Tonight At Beautiful Mar-A-Lago…Protests Outside [Video]|fake|10
Bangladesh seeks support to move fleeing Rohingya to remote, flood-prone island|true|10
VETERAN RIPS INTO OBAMA And Democrats For Their Failures and Lies [VIDEO]|fake|10
6 SYRIAN, 1 LIBYAN MIGRANT ARRESTED After Setting Sleeping Homeless Man On Fire|fake|10
Nigeria puts fortress towns at heart of new Boko Haram strategy|true|10
U.S. attack killed nine civilians: Syrian state news agency|true|9
EPIC BACKFIRE: The Left Makes Video Warning Followers About Possible Cruz Victory…Ends Up Looking Like Cruz Promo|fake|9
 Billionaire SuperPAC Launches Ad Against $15 Min. Wage And Bernie Sanders (VIDEO)|fake|10
Hungary rejects 'dead end street' of ceding powers to EU|true|9
L'Oreal sacks transgender model after comments on white people|fake|2
Highlights: The Trump presidency on January 30 at 6:25 PM EST/2325 GMT|true|5
IRONY: Only Political Party With Black Presidential Candidate Is Threatened By #BlackLivesMatter Co-Founder (Not George Soros)|fake|10
LIBERAL FED JUDGE Who Sided With BLACK LIVES MATTER Terror Group Over Seattle Cops STOPS Trump’s Immigration Travel Ban [VIDEO]|fake|10
Factbox: Where key U.S. Republican senators stand on healthcare bill|true|10
Father Of Triplets Tells Surrogate Mother To Kill One Of The Babies Or Face Financial Ruin|fake|9
HA! YOU WON’T BELIEVE HILLARY’S LUXURY “SCOOBY” VAN!|fake|5
SENATOR WANTS ANSWERS ON MISSING TSA BADGES AFTER TSA TRIES TO BLOCK INVESTIGATION|fake|9
MAXINE WATERS: ‘These people trying to ‘discredit’ me [Video]|fake|9
 The Shocking Detail Trump Doesn’t Want You To Know About HIS MOTHER (VIDEO)|fake|9
Iranian-backed militias routed in last Syrian militant stronghold|fake|10
(VIDEO) INNOCENT UNTIL PROVEN GUILTY? AIR FORCE VET LOSES $60,000 OVER CIVIL FORFEITURE WITHOUT BEING CHARGED WITH A CRIME|true|10
EPIC NEWS CONFERENCE About Milwaukee Riots DEMOCRATS Won’t Want You To See: “Stop Trying To Fix The Police…Fix The Ghettos”|fake|2
Bulgaria's parliament speaker resigns 'to avoid political upheaval'|true|9
Zimbabwe minister Moyo's Twitter account hacked: family member|true|10
 Trump Administration In FREE FALL After ‘Concrete Evidence’ Linking Trump To Russia Emerges (DETAILS)|true|9
LEFTIST ACTRESS ALYSSA MILANO Gets BLASTED On Twitter For Calling President Trump’s “National Prayer Day” For TX Hurricane Victims: “National A**hole Day”|fake|9
 Georgia Is Going To Waste $2 Million On Deceptive ‘Abortion Clinics’ That Lie To Women|fake|10
Democrats protest Senate Republican healthcare secrecy|true|10
JUDGE JEANINE PIRRO Rips Into The Trump Rally Protesters In A Great Opening Statement [Video]|true|10
SHOCKING: Sharia Law Implemented In First American City With Muslim Majority City Council|fake|10
US Coalition Airstrike on Syrian Army in Al-Tanf is Another Calculated War Crime, Aims to Destroy Arab Unity|fake|10
U.S. says strategy on North Korea centers on sanctions, open to talks|true|9
FLASHBACK: ARMY OF WOMEN Join Social Media Craze To Show Their Love For President Trump and Ivanka, As Media Still Pushes Lie That Women Hate Trump|fake|9
Wall Street bearish on Trump's call to scrap financial reform law|true|10
 WATCH: Hitler EXPLODES At Trump Campaign In Hilarious Video Mocking White Supremacist Rage|fake|10
EPA head seeks to avoid settlements with green groups|true|10
Port in Libya's Benghazi reopens after three-year closure due to clashes|true|10
Trump blasts 'Hamilton' cast as 'rude'; creator Miranda says he's 'proud'|true|8
U.S. intel report: Putin directed cyber campaign to help Trump|true|8
Defector says thousands of Islamic State fighters left Raqqa in secret deal|true|9
China says futile to use trial of Taiwanese activist to attack Chinese law|fake|9
LOL! DEMOCRATS’ “Poster Child For Stupidity” Can’t Tell MSNBC Host What Her Party Stands For Besides Hating Trump [VIDEO]|fake|9
MI Election Recount Nightmare: “Write-In” Votes For Bernie In Detroit Were Being Counted As Votes For Hillary…And More|fake|10
Zimbabwe accuses American citizen of trying to overthrow government: lawyer|true|10
Iraqi forces in final assault to take Hawija from Islamic State|true|6
Bahrain convicts activist's family members, militant suspects|true|10
Trump, in Oval Office, signs first order on Obamacare|true|10
 IRONY: Trump Calls Chelsea Manning A ‘Traitor’ For Criticizing President Obama, Get HUMILIATED By Twitter|fake|10
 What Donald Trump Did On The Golf Course Is P*ssing Off His White Male Base (VIDEO)|fake|9
BREAKING REPORT: HILLARY SUPPORTER, CEO Of Las Vegas MGM and Mandalay Bay Resort Asked Employees To Donate To CAIR Only 2 Months Ago, Wife Worked For Obama|fake|6
China's richest man built fortune even as debt mountain climbed|true|10
SECRET DUMPS OF TOXIC WASTE ON PRIVATE PROPERTY BY EPA: Will The Government Bullies At The EPA Finally Be Exposed?|fake|8
Puerto Rico debt bill gains backers in U.S. Senate; close vote seen|fake|4
Boiler Room EP #126 – Immigration Consternation|fake|9
 Democrats Chant Warning To GOP As Trumpcare Passes: Na Na Na Na, Hey Hey Hey, Goodbye! (VIDEO)|fake|10
House oversight panel chairman Chaffetz to depart Congress June 30|true|10
Peru's Kuczynski dares Congress to dismiss entire Cabinet|true|9
U.S. envoy to Turkey says duration of visa services suspension depends on talks|fake|1
U.N. rights boss urges U.S. Congress to give 'Dreamers' legal status|true|8
Saudi Prince Lectures America On Democracy, Calling For ‘NEVER TRUMP’|fake|10
 GOP Operative Connected To Trump’s Ousted Top Adviser Tried Obtaining Russian-Hacked Clinton Emails|fake|10
Trump struggles to win over moderate Republicans on healthcare overhaul|true|10
Iraqi preparing to take control of crossing between Kurdistan region and Syria|fake|10
Senate goes 'nuclear,' ends Democrats' blockade of Trump court pick|true|10
WHOA! FIRST LADY MELANIA Makes Classy, Yet Blistering Response To Kathy Griffin’s ISIS Inspired Photo Of Decapitated President Trump|fake|7
 Bernie Sanders Says You Can’t Be A Moderate And A Progressive (TWEETS)|true|10
White House Sinks To New Low: Spokesperson Makes Fun of Trump’s ‘Outrageous Appearance’ and Hair|fake|10
"China warns of imminent attacks by ""terrorists"" in Pakistan"|true|10
 Ann Coulter Thinks We Need To Get Rid Of The ‘Utterly Useless’ CIA (AUDIO)|fake|7
 Mothers Of The Movement Bring DNC To Tears, So Right-Wing Racists Come Out In Droves (VIDEO)|true|10
WOW! BENGHAZI VICTIM’S SISTER SPEAKS OUT: Hillary Talked To Families of Benghazi Victims 2 Days After Attack…Asked Them To “Feel Sad” For Muslim Jihadi Attackers [Video]|fake|8
IS HILLARY ABOUT TO BE “BERNED?”…Obama Tells Donors To Back Hillary…But Can Hillary Win Without The “FREE College” Voters?|true|10
Trump says U.S. 'totally prepared' for military option in North Korea|true|8
FLINT RESIDENTS TOLD TO PAY BILLS FOR POISON WATER Or They May Have Their Children Taken Away|fake|9
World Bank approves $400 million to rebuild liberated Iraqi areas|fake|8
BREAKING: TRUMP PICKS Private Sector Titans For Trade And Commerce: ‘I did this because I believed in him’|true|5
Britain preparing to transfer 400 million pounds to Iran - Telegraph newspaper|fake|10
U.S. airlines brace themselves, passengers for Hurricane Irma|true|9
 WATCH: White Lives Matter Group Carries Assault Rifles Outside Houston NAACP Building (VIDEO)|fake|9
Argentina intensifies search for missing submarine with 44 crew|true|10
 Trump Is Scamming The Hell Out Of America, And Hillary Just Proved It In Under 2 Minutes (VIDEO)|fake|10
